** VARIABLE ZCURW from his-series(301) ELEMENT ZCURW(5,5) REAL     *4
**    NROW       NCOL     NPLANE
XXXX
      1505          5        301
 0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 1.340603e-06  7.905655e-07  4.211372e-07  1.912707e-07  6.812792e-08 
 1.679873e-06  9.764260e-07  5.039618e-07  2.099841e-07  5.249602e-08 
 1.060274e-06  6.241574e-07  3.312432e-07  1.489855e-07  5.134741e-08 
 3.641639e-10  2.154334e-10  1.155399e-10  5.338386e-11  2.008600e-11 
 8.273429e-14  4.808916e-14  2.482022e-14  1.034176e-14  2.585455e-15 
 1.781896e-05  1.054134e-05  5.653531e-06  2.613971e-06  9.988834e-07 
 2.182519e-05  1.267522e-05  6.529755e-06  2.706740e-06  6.709773e-07 
 1.405103e-05  8.295775e-06  4.430364e-06  2.026151e-06  7.469013e-07 
 9.976951e-09  5.914620e-09  3.186188e-09  1.488498e-09  5.790217e-10 
 3.453968e-12  2.007623e-12  1.036197e-12  4.317535e-13  1.079448e-13 
 1.079050e-04  6.337485e-05  3.365039e-05  1.552781e-05  6.284516e-06 
 1.291045e-04  7.428039e-05  3.754595e-05  1.496323e-05  3.519469e-06 
 8.517471e-05  4.998916e-05  2.645678e-05  1.205310e-05  4.693212e-06 
 1.295641e-07  7.700798e-08  4.170911e-08  1.974538e-08  7.979503e-09 
 6.870240e-11  3.993342e-11  2.061098e-11  8.588123e-12  2.147308e-12 
 3.770532e-04  2.165609e-04  1.132963e-04  5.295555e-05  2.265421e-05 
 4.420005e-04  2.466483e-04  1.193278e-04  4.479659e-05  9.962669e-06 
 3.013406e-04  1.729070e-04  8.981109e-05  4.112004e-05  1.685880e-05 
 1.065457e-06  6.352443e-07  3.462954e-07  1.665061e-07  7.023480e-08 
 8.748396e-10  5.085036e-10  2.624571e-10  1.093614e-10  2.734597e-11 
 7.908519e-04  4.516935e-04  2.399789e-04  1.182437e-04  5.536848e-05 
 9.011926e-04  4.854076e-04  2.263257e-04  8.164535e-05  1.765375e-05 
 6.553524e-04  3.718014e-04  1.945191e-04  9.285694e-05  4.128464e-05 
 6.239026e-06  3.732315e-06  2.048706e-06  1.001249e-06  4.422544e-07 
 8.061378e-09  4.685711e-09  2.418472e-09  1.007746e-09  2.520061e-10 
 9.176972e-04  5.427628e-04  3.099936e-04  1.733936e-04  9.400523e-05 
 9.462349e-04  4.975427e-04  2.264528e-04  7.971669e-05  1.707212e-05 
 8.266126e-04  4.794119e-04  2.642505e-04  1.397164e-04  7.113768e-05 
 2.760162e-05  1.653771e-05  9.108513e-06  4.499092e-06  2.076012e-06 
 5.749248e-08  3.341750e-08  1.724774e-08  7.186581e-09  1.797114e-09 
 4.841627e-04  3.339387e-04  2.351449e-04  1.673527e-04  1.106501e-04 
 2.422017e-04  1.208492e-04  5.252901e-05  1.793100e-05  3.874965e-06 
 5.121247e-04  3.287279e-04  2.117990e-04  1.375486e-04  8.468176e-05 
 9.458858e-05  5.634018e-05  3.080596e-05  1.526982e-05  7.310088e-06 
 3.308381e-07  1.922865e-07  9.922947e-08  4.132848e-08  1.032837e-08 
 8.535572e-05  1.164333e-04  1.273597e-04  1.207161e-04  9.366044e-05 
-3.068432e-04 -1.667859e-04 -7.833526e-05 -2.843084e-05 -6.211804e-06 
 1.118218e-04  1.117451e-04  1.056748e-04  9.290434e-05  6.931426e-05 
 2.492289e-04  1.461994e-04  7.933252e-05  4.007660e-05  1.993889e-05 
 1.577928e-06  9.167474e-07  4.726718e-07  1.963930e-07  4.889071e-08 
 6.747852e-05  8.444291e-05  8.825899e-05  8.127832e-05  6.195916e-05 
-2.275011e-04 -1.200635e-04 -5.470762e-05 -1.916430e-05 -4.092799e-06 
-2.013428e-05  2.051484e-05  4.168164e-05  4.758264e-05  3.932737e-05 
 4.829731e-04  2.813075e-04  1.551933e-04  8.252599e-05  4.370097e-05 
 6.341475e-06  3.677817e-06  1.888916e-06  7.771096e-07  1.905037e-07 
 1.496239e-04  1.062766e-04  7.583774e-05  5.401050e-05  3.558756e-05 
 5.982249e-05  3.512039e-05  1.792050e-05  7.107738e-06  1.578270e-06 
-5.684415e-05 -1.916993e-05  3.381842e-06  1.401889e-05  1.457795e-05 
 6.323570e-04  3.784850e-04  2.222618e-04  1.309700e-04  7.682157e-05 
 2.164291e-05  1.247821e-05  6.331500e-06  2.539629e-06  6.017578e-07 
 1.823669e-05  2.167366e-05  2.480961e-05  2.556894e-05  2.149997e-05 
 1.483673e-04  7.906736e-05  3.622947e-05  1.263652e-05  2.560157e-06 
-1.499638e-04 -7.719422e-05 -3.026371e-05 -3.770812e-06  6.431293e-06 
 4.749644e-04  3.195041e-04  2.220524e-04  1.587062e-04  1.072742e-04 
 6.269469e-05  3.565462e-05  1.768023e-05  6.837548e-06  1.556695e-06 
-2.796552e-04 -1.408666e-04 -5.115088e-05 -8.496799e-07  1.720192e-05 
 6.082162e-06 -3.207903e-07 -2.072629e-06 -1.646301e-06 -5.847479e-07 
-2.457894e-04 -1.248120e-04 -4.753111e-05 -4.140442e-06  1.230543e-05 
 7.457013e-05  1.242068e-04  1.491736e-04  1.492850e-04  1.197013e-04 
 1.525153e-04  8.498511e-05  4.105907e-05  1.537369e-05  3.396913e-06 
-4.016794e-04 -2.032298e-04 -7.881025e-05 -1.097110e-05  1.359444e-05 
-1.391785e-04 -7.850469e-05 -3.826447e-05 -1.441252e-05 -3.241175e-06 
-2.596664e-04 -1.268493e-04 -4.369366e-05  8.213080e-07  1.481509e-05 
-2.263899e-04 -3.551361e-05  7.479644e-05  1.216284e-04  1.128717e-04 
 3.037356e-04  1.659477e-04  7.852160e-05  2.874202e-05  6.235919e-06 
-2.472777e-04 -1.232573e-04 -4.848129e-05 -9.439959e-06  4.104421e-06 
-1.903187e-04 -1.077995e-04 -5.325526e-05 -2.055835e-05 -4.667361e-06 
-1.717172e-04 -8.152548e-05 -2.821473e-05 -1.747352e-06  6.385454e-06 
-2.532508e-04 -5.765267e-05  5.589800e-05  1.056758e-04  1.008012e-04 
 4.719924e-04  2.540893e-04  1.185554e-04  4.280702e-05  9.180568e-06 
-7.380629e-05 -3.881768e-05 -1.979132e-05 -1.070845e-05 -6.399803e-06 
-2.140585e-04 -1.221776e-04 -6.063110e-05 -2.322992e-05 -5.017009e-06 
-6.182284e-05 -3.035467e-05 -1.371477e-05 -6.111085e-06 -3.526482e-06 
-1.453894e-04 -6.389735e-06  7.258976e-05  1.042114e-04  9.348697e-05 
 5.290686e-04  2.820509e-04  1.303841e-04  4.661403e-05  9.911301e-06 
-1.033226e-04 -6.223752e-05 -3.579983e-05 -1.921019e-05 -9.065844e-06 
-2.511155e-04 -1.396777e-04 -6.697699e-05 -2.457818e-05 -5.216116e-06 
-1.726697e-05 -1.151489e-05 -9.305259e-06 -8.079539e-06 -6.035471e-06 
-5.734400e-05  3.737333e-05  8.927676e-05  1.064393e-04  9.046597e-05 
 3.615180e-04  1.893128e-04  8.579369e-05  2.993894e-05  6.213806e-06 
-2.488646e-04 -1.400458e-04 -6.839762e-05 -2.557256e-05 -4.870770e-06 
-2.667128e-04 -1.449002e-04 -6.792021e-05 -2.495118e-05 -5.466750e-06 
-8.716701e-05 -5.059913e-05 -2.691188e-05 -1.255558e-05 -4.773761e-06 
-4.784767e-05  3.917161e-05  8.677328e-05  1.020535e-04  8.609155e-05 
 3.902488e-05  1.358659e-05  2.683935e-06 -5.148648e-07 -3.657448e-07 
-2.952999e-04 -1.611135e-04 -7.440434e-05 -2.419915e-05 -1.660042e-06 
-2.200137e-04 -1.184595e-04 -5.535941e-05 -2.003899e-05 -4.378465e-06 
-2.219363e-04 -1.218369e-04 -5.806972e-05 -2.154319e-05 -4.889544e-06 
-8.199484e-05  1.455582e-05  6.864309e-05  8.852965e-05  7.663568e-05 
-1.988161e-04 -1.130976e-04 -5.523524e-05 -2.053833e-05 -4.297535e-06 
