** VARIABLE Tem from his-series(301) ELEMENT GRO(5,5) REAL     *4
**    NROW       NCOL     NPLANE
XXXX
      1505          5        301
 1.500000e+01  1.500000e+01  1.500000e+01  1.500000e+01  1.500000e+01 
 1.500000e+01  1.500000e+01  1.500000e+01  1.500000e+01  1.500000e+01 
 1.500000e+01  1.500000e+01  1.500000e+01  1.500000e+01  1.500000e+01 
 1.500000e+01  1.500000e+01  1.500000e+01  1.500000e+01  1.500000e+01 
 1.500000e+01  1.500000e+01  1.500000e+01  1.500000e+01  1.500000e+01 
 1.499550e+01  1.499993e+01  1.500000e+01  1.500000e+01  1.500000e+01 
 1.499688e+01  1.499998e+01  1.500000e+01  1.500000e+01  1.500000e+01 
 1.499544e+01  1.499993e+01  1.500000e+01  1.500000e+01  1.500000e+01 
 1.499688e+01  1.499998e+01  1.500000e+01  1.500000e+01  1.500000e+01 
 1.499481e+01  1.499989e+01  1.500000e+01  1.500000e+01  1.500000e+01 
 1.499106e+01  1.499977e+01  1.499999e+01  1.500000e+01  1.500000e+01 
 1.499378e+01  1.499992e+01  1.500000e+01  1.500000e+01  1.500000e+01 
 1.499095e+01  1.499976e+01  1.499999e+01  1.500000e+01  1.500000e+01 
 1.499377e+01  1.499992e+01  1.500000e+01  1.500000e+01  1.500000e+01 
 1.498973e+01  1.499964e+01  1.499998e+01  1.500000e+01  1.500000e+01 
 1.498659e+01  1.499940e+01  1.499986e+01  1.499991e+01  1.499997e+01 
 1.499056e+01  1.499971e+01  1.499987e+01  1.499990e+01  1.499998e+01 
 1.498642e+01  1.499940e+01  1.499987e+01  1.499993e+01  1.499999e+01 
 1.499070e+01  1.499984e+01  1.500000e+01  1.500000e+01  1.500000e+01 
 1.498474e+01  1.499925e+01  1.499994e+01  1.499999e+01  1.500000e+01 
 1.498127e+01  1.499791e+01  1.499870e+01  1.499905e+01  1.499960e+01 
 1.498606e+01  1.499814e+01  1.499844e+01  1.499879e+01  1.499960e+01 
 1.498045e+01  1.499743e+01  1.499826e+01  1.499883e+01  1.499953e+01 
 1.498765e+01  1.499972e+01  1.499999e+01  1.500000e+01  1.500000e+01 
 1.497985e+01  1.499873e+01  1.499988e+01  1.499998e+01  1.499999e+01 
 1.497780e+01  1.499686e+01  1.499811e+01  1.499743e+01  1.499844e+01 
 1.498141e+01  1.499602e+01  1.499655e+01  1.499592e+01  1.499820e+01 
 1.497358e+01  1.499329e+01  1.499465e+01  1.499505e+01  1.499756e+01 
 1.498468e+01  1.499949e+01  1.499998e+01  1.500000e+01  1.500000e+01 
 1.497549e+01  1.499745e+01  1.499977e+01  1.499996e+01  1.499998e+01 
 1.498300e+01  1.499975e+01  1.500163e+01  1.499937e+01  1.499852e+01 
 1.498445e+01  1.499912e+01  1.499912e+01  1.499604e+01  1.499705e+01 
 1.497676e+01  1.499438e+01  1.499541e+01  1.499359e+01  1.499554e+01 
 1.498198e+01  1.499888e+01  1.499996e+01  1.500000e+01  1.500000e+01 
 1.497256e+01  1.499416e+01  1.499951e+01  1.499991e+01  1.499995e+01 
 1.499258e+01  1.500128e+01  1.500313e+01  1.500315e+01  1.500280e+01 
 1.499240e+01  1.500400e+01  1.500400e+01  1.499991e+01  1.499791e+01 
 1.498709e+01  1.500072e+01  1.500083e+01  1.499970e+01  1.499848e+01 
 1.497978e+01  1.499757e+01  1.499992e+01  1.499999e+01  1.500000e+01 
 1.497209e+01  1.498769e+01  1.499861e+01  1.499977e+01  1.499989e+01 
 1.500113e+01  1.500129e+01  1.500134e+01  1.500135e+01  1.500136e+01 
 1.499802e+01  1.500878e+01  1.500629e+01  1.500605e+01  1.500603e+01 
 1.500041e+01  1.500155e+01  1.500160e+01  1.500162e+01  1.500162e+01 
 1.497845e+01  1.499498e+01  1.499982e+01  1.499999e+01  1.500000e+01 
 1.497321e+01  1.498283e+01  1.499239e+01  1.499870e+01  1.499951e+01 
 1.500165e+01  1.500183e+01  1.500190e+01  1.500194e+01  1.500195e+01 
 1.500571e+01  1.500688e+01  1.500706e+01  1.500718e+01  1.500724e+01 
 1.500308e+01  1.500317e+01  1.500320e+01  1.500322e+01  1.500322e+01 
 1.497820e+01  1.499123e+01  1.499937e+01  1.500002e+01  1.500003e+01 
 1.497423e+01  1.498197e+01  1.498670e+01  1.499000e+01  1.499196e+01 
 1.500085e+01  1.500149e+01  1.500174e+01  1.500184e+01  1.500187e+01 
 1.500810e+01  1.500828e+01  1.500837e+01  1.500840e+01  1.500841e+01 
 1.500228e+01  1.500270e+01  1.500284e+01  1.500290e+01  1.500293e+01 
 1.497708e+01  1.499032e+01  1.499909e+01  1.500001e+01  1.500004e+01 
 1.497425e+01  1.498022e+01  1.498299e+01  1.498418e+01  1.498467e+01 
 1.499915e+01  1.500085e+01  1.500138e+01  1.500159e+01  1.500166e+01 
 1.500942e+01  1.501001e+01  1.501016e+01  1.501015e+01  1.501010e+01 
 1.500023e+01  1.500148e+01  1.500188e+01  1.500204e+01  1.500211e+01 
 1.497533e+01  1.499002e+01  1.499910e+01  1.499986e+01  1.499998e+01 
 1.497313e+01  1.497805e+01  1.498019e+01  1.498107e+01  1.498134e+01 
 1.499675e+01  1.500024e+01  1.500108e+01  1.500137e+01  1.500147e+01 
 1.500982e+01  1.501124e+01  1.501147e+01  1.501137e+01  1.501125e+01 
 1.499757e+01  1.500041e+01  1.500117e+01  1.500146e+01  1.500158e+01 
 1.498083e+01  1.499015e+01  1.499102e+01  1.499112e+01  1.499113e+01 
 1.497155e+01  1.497603e+01  1.497818e+01  1.497926e+01  1.497953e+01 
 1.499384e+01  1.499977e+01  1.500084e+01  1.500118e+01  1.500135e+01 
 1.500881e+01  1.501158e+01  1.501189e+01  1.501170e+01  1.501156e+01 
 1.499426e+01  1.499950e+01  1.500057e+01  1.500097e+01  1.500115e+01 
 1.498604e+01  1.498612e+01  1.498621e+01  1.498626e+01  1.498628e+01 
 1.497091e+01  1.497500e+01  1.497590e+01  1.497613e+01  1.497636e+01 
 1.499039e+01  1.499930e+01  1.500050e+01  1.500088e+01  1.500115e+01 
 1.500695e+01  1.501150e+01  1.501181e+01  1.501154e+01  1.501147e+01 
 1.498987e+01  1.499814e+01  1.499945e+01  1.500003e+01  1.500046e+01 
 1.498488e+01  1.498515e+01  1.498528e+01  1.498536e+01  1.498538e+01 
 1.497246e+01  1.497262e+01  1.497272e+01  1.497277e+01  1.497281e+01 
 1.498661e+01  1.499874e+01  1.500004e+01  1.500049e+01  1.500089e+01 
 1.500492e+01  1.501158e+01  1.501183e+01  1.501146e+01  1.501146e+01 
 1.498462e+01  1.499622e+01  1.499771e+01  1.499880e+01  1.499935e+01 
 1.498341e+01  1.498426e+01  1.498457e+01  1.498472e+01  1.498477e+01 
 1.497108e+01  1.497157e+01  1.497173e+01  1.497179e+01  1.497181e+01 
 1.498282e+01  1.499815e+01  1.499959e+01  1.500017e+01  1.500066e+01 
 1.500299e+01  1.501199e+01  1.501212e+01  1.501164e+01  1.501160e+01 
 1.497914e+01  1.499400e+01  1.499592e+01  1.499773e+01  1.499782e+01 
 1.498162e+01  1.498362e+01  1.498417e+01  1.498437e+01  1.498442e+01 
 1.496911e+01  1.497042e+01  1.497082e+01  1.497098e+01  1.497103e+01 
 1.497915e+01  1.499761e+01  1.499925e+01  1.499997e+01  1.500048e+01 
 1.500097e+01  1.501241e+01  1.501241e+01  1.501176e+01  1.501175e+01 
 1.497376e+01  1.499192e+01  1.499497e+01  1.499575e+01  1.499580e+01 
 1.497940e+01  1.498320e+01  1.498390e+01  1.498410e+01  1.498415e+01 
 1.496655e+01  1.496931e+01  1.497008e+01  1.497037e+01  1.497047e+01 
 1.497552e+01  1.499712e+01  1.499900e+01  1.499986e+01  1.500032e+01 
 1.499866e+01  1.501251e+01  1.501234e+01  1.501182e+01  1.501176e+01 
 1.496847e+01  1.499175e+01  1.499261e+01  1.499269e+01  1.499275e+01 
 1.497694e+01  1.498295e+01  1.498357e+01  1.498378e+01  1.498383e+01 
 1.496359e+01  1.496849e+01  1.496962e+01  1.496999e+01  1.497011e+01 
 1.497189e+01  1.499665e+01  1.499885e+01  1.499983e+01  1.500021e+01 
 1.499606e+01  1.501228e+01  1.501191e+01  1.501185e+01  1.501175e+01 
 1.497787e+01  1.498079e+01  1.498158e+01  1.498201e+01  1.498216e+01 
 1.497477e+01  1.498243e+01  1.498309e+01  1.498340e+01  1.498350e+01 
 1.496060e+01  1.496797e+01  1.496937e+01  1.496979e+01  1.496991e+01 
 1.496828e+01  1.499624e+01  1.499885e+01  1.499987e+01  1.500015e+01 
 1.499344e+01  1.501166e+01  1.501165e+01  1.501164e+01  1.501164e+01 
 1.497673e+01  1.497739e+01  1.497768e+01  1.497782e+01  1.497787e+01 
 1.497359e+01  1.498071e+01  1.498229e+01  1.498294e+01  1.498315e+01 
 1.495768e+01  1.496752e+01  1.496930e+01  1.496961e+01  1.496964e+01 
 1.496532e+01  1.499503e+01  1.499888e+01  1.499991e+01  1.500013e+01 
 1.499727e+01  1.500585e+01  1.500755e+01  1.500854e+01  1.500904e+01 
 1.497388e+01  1.497493e+01  1.497531e+01  1.497547e+01  1.497553e+01 
 1.497303e+01  1.497845e+01  1.498131e+01  1.498250e+01  1.498289e+01 
 1.495464e+01  1.496743e+01  1.496889e+01  1.496899e+01  1.496904e+01 
 1.496544e+01  1.498979e+01  1.499895e+01  1.499917e+01  1.499993e+01 
 1.500002e+01  1.500211e+01  1.500364e+01  1.500447e+01  1.500489e+01 
 1.497052e+01  1.497260e+01  1.497325e+01  1.497352e+01  1.497361e+01 
 1.497164e+01  1.497741e+01  1.498056e+01  1.498215e+01  1.498270e+01 
 1.495351e+01  1.496587e+01  1.496671e+01  1.496719e+01  1.496743e+01 
 1.497543e+01  1.498493e+01  1.498669e+01  1.498729e+01  1.498751e+01 
 1.499923e+01  1.500095e+01  1.500183e+01  1.500233e+01  1.500255e+01 
 1.496641e+01  1.497045e+01  1.497142e+01  1.497172e+01  1.497181e+01 
 1.496976e+01  1.497685e+01  1.498015e+01  1.498192e+01  1.498248e+01 
 1.495671e+01  1.496026e+01  1.496216e+01  1.496328e+01  1.496379e+01 
 1.497965e+01  1.498092e+01  1.498142e+01  1.498162e+01  1.498168e+01 
 1.499768e+01  1.499987e+01  1.500066e+01  1.500102e+01  1.500117e+01 
 1.496214e+01  1.496851e+01  1.496933e+01  1.496953e+01  1.496959e+01 
 1.496763e+01  1.497651e+01  1.497994e+01  1.498184e+01  1.498235e+01 
 1.495631e+01  1.495817e+01  1.495953e+01  1.496012e+01  1.496023e+01 
 1.497826e+01  1.497991e+01  1.498052e+01  1.498075e+01  1.498081e+01 
 1.499609e+01  1.499878e+01  1.499960e+01  1.499993e+01  1.500004e+01 
 1.496106e+01  1.496449e+01  1.496515e+01  1.496546e+01  1.496556e+01 
 1.496528e+01  1.497625e+01  1.497980e+01  1.498167e+01  1.498216e+01 
 1.495436e+01  1.495688e+01  1.495784e+01  1.495815e+01  1.495825e+01 
 1.497637e+01  1.497918e+01  1.498003e+01  1.498026e+01  1.498031e+01 
 1.499471e+01  1.499750e+01  1.499838e+01  1.499873e+01  1.499885e+01 
 1.496040e+01  1.496077e+01  1.496103e+01  1.496121e+01  1.496129e+01 
 1.496284e+01  1.497597e+01  1.497962e+01  1.498141e+01  1.498196e+01 
 1.495187e+01  1.495553e+01  1.495674e+01  1.495723e+01  1.495740e+01 
 1.497435e+01  1.497856e+01  1.497956e+01  1.497980e+01  1.497985e+01 
 1.499352e+01  1.499584e+01  1.499674e+01  1.499715e+01  1.499730e+01 
 1.495775e+01  1.495850e+01  1.495875e+01  1.495886e+01  1.495889e+01 
 1.496048e+01  1.497565e+01  1.497946e+01  1.498122e+01  1.498178e+01 
 1.494911e+01  1.495423e+01  1.495605e+01  1.495679e+01  1.495695e+01 
 1.497248e+01  1.497785e+01  1.497904e+01  1.497937e+01  1.497946e+01 
 1.499217e+01  1.499392e+01  1.499470e+01  1.499508e+01  1.499524e+01 
 1.495508e+01  1.495633e+01  1.495673e+01  1.495688e+01  1.495692e+01 
 1.495816e+01  1.497512e+01  1.497934e+01  1.498110e+01  1.498160e+01 
 1.494622e+01  1.495288e+01  1.495549e+01  1.495638e+01  1.495649e+01 
 1.497076e+01  1.497680e+01  1.497836e+01  1.497887e+01  1.497901e+01 
 1.499041e+01  1.499183e+01  1.499246e+01  1.499277e+01  1.499290e+01 
 1.495270e+01  1.495406e+01  1.495453e+01  1.495472e+01  1.495479e+01 
 1.495625e+01  1.497398e+01  1.497940e+01  1.498061e+01  1.498139e+01 
 1.494324e+01  1.495140e+01  1.495499e+01  1.495596e+01  1.495613e+01 
 1.496900e+01  1.497526e+01  1.497722e+01  1.497794e+01  1.497818e+01 
 1.498827e+01  1.498958e+01  1.499014e+01  1.499039e+01  1.499049e+01 
 1.495060e+01  1.495155e+01  1.495193e+01  1.495210e+01  1.495216e+01 
 1.495539e+01  1.497171e+01  1.497927e+01  1.497974e+01  1.498101e+01 
 1.494035e+01  1.494973e+01  1.495446e+01  1.495564e+01  1.495570e+01 
 1.496741e+01  1.497316e+01  1.497523e+01  1.497613e+01  1.497666e+01 
 1.498594e+01  1.498722e+01  1.498775e+01  1.498799e+01  1.498807e+01 
 1.494828e+01  1.494892e+01  1.494918e+01  1.494930e+01  1.494935e+01 
 1.495552e+01  1.496875e+01  1.497816e+01  1.497896e+01  1.498055e+01 
 1.493771e+01  1.494786e+01  1.495403e+01  1.495483e+01  1.495492e+01 
 1.496633e+01  1.497060e+01  1.497226e+01  1.497306e+01  1.497434e+01 
 1.498335e+01  1.498461e+01  1.498512e+01  1.498536e+01  1.498544e+01 
 1.494567e+01  1.494634e+01  1.494660e+01  1.494671e+01  1.494675e+01 
 1.495594e+01  1.496615e+01  1.497616e+01  1.497766e+01  1.497989e+01 
 1.493558e+01  1.494670e+01  1.495244e+01  1.495290e+01  1.495307e+01 
 1.496580e+01  1.496783e+01  1.496861e+01  1.496897e+01  1.497072e+01 
 1.498068e+01  1.498179e+01  1.498227e+01  1.498250e+01  1.498258e+01 
 1.494308e+01  1.494388e+01  1.494418e+01  1.494431e+01  1.494435e+01 
 1.495636e+01  1.496465e+01  1.497339e+01  1.497505e+01  1.497879e+01 
 1.493498e+01  1.494603e+01  1.494838e+01  1.494913e+01  1.494935e+01 
 1.496455e+01  1.496535e+01  1.496570e+01  1.496590e+01  1.496627e+01 
 1.497788e+01  1.497885e+01  1.497929e+01  1.497950e+01  1.497958e+01 
 1.494067e+01  1.494156e+01  1.494190e+01  1.494203e+01  1.494208e+01 
 1.495677e+01  1.496458e+01  1.496962e+01  1.497038e+01  1.497710e+01 
 1.493555e+01  1.494295e+01  1.494500e+01  1.494602e+01  1.494637e+01 
 1.496230e+01  1.496317e+01  1.496352e+01  1.496368e+01  1.496375e+01 
 1.497489e+01  1.497586e+01  1.497629e+01  1.497649e+01  1.497657e+01 
 1.493845e+01  1.493932e+01  1.493965e+01  1.493979e+01  1.493983e+01 
 1.495772e+01  1.496426e+01  1.496588e+01  1.496664e+01  1.496964e+01 
 1.493484e+01  1.494035e+01  1.494284e+01  1.494399e+01  1.494441e+01 
 1.495969e+01  1.496102e+01  1.496148e+01  1.496167e+01  1.496173e+01 
 1.497175e+01  1.497280e+01  1.497325e+01  1.497345e+01  1.497353e+01 
 1.493629e+01  1.493708e+01  1.493738e+01  1.493751e+01  1.493756e+01 
 1.495911e+01  1.496193e+01  1.496301e+01  1.496358e+01  1.496400e+01 
 1.493310e+01  1.493844e+01  1.494131e+01  1.494262e+01  1.494302e+01 
 1.495703e+01  1.495868e+01  1.495924e+01  1.495946e+01  1.495953e+01 
 1.496862e+01  1.496965e+01  1.497008e+01  1.497028e+01  1.497036e+01 
 1.493406e+01  1.493483e+01  1.493513e+01  1.493526e+01  1.493530e+01 
 1.495886e+01  1.496038e+01  1.496108e+01  1.496139e+01  1.496152e+01 
 1.493093e+01  1.493683e+01  1.494010e+01  1.494142e+01  1.494171e+01 
 1.495451e+01  1.495603e+01  1.495659e+01  1.495681e+01  1.495689e+01 
 1.496559e+01  1.496645e+01  1.496682e+01  1.496700e+01  1.496707e+01 
 1.493182e+01  1.493261e+01  1.493291e+01  1.493304e+01  1.493308e+01 
 1.495790e+01  1.495914e+01  1.495961e+01  1.495980e+01  1.495988e+01 
 1.492865e+01  1.493540e+01  1.493889e+01  1.493993e+01  1.494019e+01 
 1.495197e+01  1.495318e+01  1.495367e+01  1.495388e+01  1.495395e+01 
 1.496253e+01  1.496331e+01  1.496365e+01  1.496381e+01  1.496387e+01 
 1.492967e+01  1.493044e+01  1.493073e+01  1.493086e+01  1.493090e+01 
 1.495689e+01  1.495779e+01  1.495815e+01  1.495830e+01  1.495835e+01 
 1.492648e+01  1.493412e+01  1.493716e+01  1.493819e+01  1.493856e+01 
 1.494922e+01  1.495033e+01  1.495077e+01  1.495097e+01  1.495103e+01 
 1.495941e+01  1.496027e+01  1.496062e+01  1.496079e+01  1.496085e+01 
 1.492759e+01  1.492832e+01  1.492860e+01  1.492872e+01  1.492876e+01 
 1.495573e+01  1.495643e+01  1.495672e+01  1.495684e+01  1.495689e+01 
